hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_day,reservation_status_month,reservation_status_year,country_name
Resort Hotel,0,1,2016,March,10,1,0,1,1,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,43,0,0,Check-Out,2,3,2016,Portugal
Resort Hotel,0,22,2016,February,9,24,2,5,2,0,0,BB,FRA,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,63.14,1,1,Check-Out,2,3,2016,France
Resort Hotel,0,0,2016,March,10,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,40,0,0,Check-Out,2,3,2016,Portugal
Resort Hotel,0,83,2016,February,10,28,2,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,62.53,0,1,Check-Out,2,3,2016,Portugal
Resort Hotel,0,17,2016,February,10,28,2,1,1,0,0,BB,IRL,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,43,0,0,Check-Out,2,3,2016,Ireland
Resort Hotel,0,1,2016,March,10,1,0,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,0,Check-Out,2,3,2016,Portugal
Resort Hotel,0,38,2016,February,9,25,2,4,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,35,1,1,Check-Out,2,3,2016,Portugal
Resort Hotel,0,38,2016,February,9,25,2,4,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,29,0,1,Check-Out,2,3,2016,Portugal
Resort Hotel,0,14,2016,February,8,17,4,10,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,5,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,2,3,2016,Portugal
Resort Hotel,0,19,2016,February,9,24,2,5,2,0,0,BB,RUS,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,34.57,0,0,Check-Out,2,3,2016,Russia
Resort Hotel,0,88,2016,February,9,24,2,5,2,0,0,BB,DEU,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,27.43,0,0,Check-Out,2,3,2016,Germany
Resort Hotel,0,22,2016,February,6,4,8,20,2,0,0,Undefined,FRA,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,E,1,No Deposit,363,NULL,0,Transient,72.21,0,0,Check-Out,3,3,2016,France
Resort Hotel,0,28,2016,March,10,1,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,3,3,2016,Portugal
Resort Hotel,0,20,2016,February,9,25,2,5,2,0,0,HB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,115,NULL,0,Transient,56.7,0,0,Check-Out,3,3,2016,UK
Resort Hotel,0,42,2016,February,9,25,2,5,2,0,0,HB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,2,NULL,0,Contract,31,0,0,Check-Out,3,3,2016,UK
Resort Hotel,0,0,2016,March,10,2,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,40,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,1,0,2,2,0,0,BB,GBR,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,54,1,0,Check-Out,3,3,2016,UK
Resort Hotel,0,0,2016,March,10,2,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,167,0,Transient,30,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,1,2016,March,10,2,0,1,1,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,43,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,7,2016,February,10,29,1,2,2,0,0,BB,NLD,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,2,No Deposit,240,NULL,0,Transient,66,1,0,Check-Out,3,3,2016,Netherlands
Resort Hotel,0,7,2016,February,10,29,1,2,1,0,0,BB,NLD,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,2,No Deposit,240,NULL,0,Transient,58,1,0,Check-Out,3,3,2016,Netherlands
Resort Hotel,0,0,2016,March,10,2,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,40,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,6,2016,March,10,2,0,1,1,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,43,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,11,2016,February,10,28,2,2,2,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,26,NULL,0,Transient,29,0,0,Check-Out,3,3,2016,UK
Resort Hotel,0,19,2016,February,10,29,1,2,2,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,60,1,0,Check-Out,3,3,2016,Spain
Resort Hotel,0,14,2016,February,10,29,1,2,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,8,NULL,0,Transient,43,1,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,38,2016,February,9,25,2,5,2,0,0,FB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,69.21,0,0,Check-Out,3,3,2016,UK
Resort Hotel,0,5,2016,March,10,2,0,1,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,E,E,0,No Deposit,360,NULL,0,Transient,65,0,0,Check-Out,3,3,2016,UK
Resort Hotel,0,0,2016,March,10,2,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,45,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,3,2016,February,10,29,1,2,2,0,0,Undefined,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,2,No Deposit,196,NULL,0,Transient,55,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,2,0,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,48,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,1,0,2,2,0,0,BB,BRA,Direct,Direct,0,0,0,F,F,1,No Deposit,NULL,NULL,0,Transient,65,1,0,Check-Out,3,3,2016,Brazil
Resort Hotel,0,2,2016,March,10,2,0,1,2,0,0,BB,PRT,Online TA,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,58,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,0,2016,February,10,29,1,2,1,0,0,BB,GBR,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,43,0,1,Check-Out,3,3,2016,UK
Resort Hotel,0,0,2016,February,10,29,1,2,1,0,0,BB,GBR,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,43,0,1,Check-Out,3,3,2016,UK
Resort Hotel,0,10,2016,February,10,29,1,2,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,F,0,No Deposit,241,NULL,0,Transient,63.6,0,1,Check-Out,3,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,2,0,1,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,29,0,0,Check-Out,3,3,2016,Portugal
Resort Hotel,0,26,2016,February,10,29,1,2,2,0,0,BB,CHL,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,53.33,0,1,Check-Out,3,3,2016,Chile
Resort Hotel,0,1,2016,February,8,18,4,10,2,0,0,BB,IRL,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,26.1,0,0,Check-Out,3,3,2016,Ireland
Resort Hotel,0,26,2016,February,10,28,2,2,2,0,0,BB,GBR,Online TA,Travel Agents/Tour Operators,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,86,0,1,Check-Out,3,3,2016,UK
Resort Hotel,0,2,2016,March,10,1,0,2,2,0,0,BB,FIN,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,65,0,0,Check-Out,3,3,2016,Finland
Resort Hotel,0,7,2016,February,10,29,1,3,1,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,43,0,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,2,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,NULL,NULL,0,Transient,46,1,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,6,2016,March,10,2,0,2,2,2,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,99,1,0,Check-Out,4,3,2016,Spain
Resort Hotel,0,0,2016,March,10,2,0,2,2,0,0,BB,ITA,Direct,Direct,0,0,0,F,F,3,No Deposit,NULL,NULL,0,Transient,65,0,0,Check-Out,4,3,2016,Italy
Resort Hotel,0,17,2016,March,10,3,0,1,2,0,0,HB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,80,0,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,1,2016,March,10,2,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,40,0,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,1,2017,January,4,24,0,3,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient,40,0,0,Check-Out,27,1,2017,Portugal
Resort Hotel,0,0,2017,February,6,7,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,NULL,NULL,0,Transient,55,0,0,Check-Out,8,2,2017,Portugal
Resort Hotel,0,1,2017,March,11,14,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,3,D,F,0,No Deposit,NULL,NULL,0,Transient,48,0,0,Check-Out,15,3,2017,Portugal
Resort Hotel,0,0,2016,February,10,29,1,3,1,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,5,NULL,0,Transient,34.4,0,1,Check-Out,4,3,2016,Portugal
Resort Hotel,0,42,2016,February,8,15,5,13,2,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,D,E,0,No Deposit,95,NULL,0,Transient,46.44,0,1,Check-Out,4,3,2016,UK
Resort Hotel,0,1,2016,March,10,2,0,2,2,1,0,BB,CN,Direct,Direct,0,0,0,E,F,2,No Deposit,NULL,NULL,0,Transient,80,0,0,Check-Out,4,3,2016,#N/A
Resort Hotel,0,0,2016,March,10,2,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,NULL,331,0,Transient,40,0,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,53,2016,February,10,28,2,3,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,82,0,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,100,2016,February,9,26,2,5,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,26,0,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,14,2016,March,10,2,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,68,0,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,100,2016,February,9,26,2,5,3,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,D,2,No Deposit,6,NULL,0,Transient,36.4,0,1,Check-Out,4,3,2016,UK
Resort Hotel,0,1,2016,February,10,29,1,3,2,0,0,BB,NLD,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,66,1,0,Check-Out,4,3,2016,Netherlands
Resort Hotel,0,1,2016,March,10,2,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,5,2016,March,10,2,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,40,0,1,Check-Out,4,3,2016,Portugal
Resort Hotel,0,5,2016,March,10,2,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,40,0,1,Check-Out,4,3,2016,Portugal
Resort Hotel,0,56,2016,February,10,29,1,3,2,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,8,NULL,0,Transient,29,0,1,Check-Out,4,3,2016,UK
Resort Hotel,0,10,2016,February,10,29,1,3,2,0,0,BB,IRL,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,95,NULL,0,Transient,29,0,0,Check-Out,4,3,2016,Ireland
Resort Hotel,0,0,2016,March,10,4,0,0,1,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,1,0,0,A,I,0,No Deposit,242,NULL,0,Transient,0,0,1,Check-Out,4,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,4,0,0,1,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,1,0,0,A,I,0,No Deposit,242,NULL,0,Transient,0,0,1,Check-Out,4,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,4,0,0,2,0,0,HB,PRT,Offline TA/TO,Travel Agents/Tour Operators,1,0,0,A,I,0,No Deposit,171,NULL,0,Transient,0,0,0,Check-Out,4,3,2016,Portugal
Resort Hotel,0,36,2016,March,10,3,0,1,2,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,26,0,1,Check-Out,4,3,2016,UK
Resort Hotel,0,94,2016,March,10,4,2,2,1,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,D,2,No Deposit,6,NULL,0,Transient,4,0,2,Check-Out,8,3,2016,UK
Resort Hotel,0,94,2016,March,10,4,2,2,1,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,D,1,No Deposit,6,NULL,0,Transient,4,0,1,Check-Out,8,3,2016,UK
Resort Hotel,0,10,2016,March,10,1,0,3,2,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,95,NULL,0,Transient,31,0,0,Check-Out,4,3,2016,UK
Resort Hotel,0,13,2016,March,10,3,0,1,2,0,0,BB,DEU,Online TA,Travel Agents/Tour Operators,0,0,0,A,I,0,No Deposit,240,NULL,0,Transient,48,0,0,Check-Out,4,3,2016,Germany
Resort Hotel,0,11,2016,March,10,4,0,1,2,0,0,BB,DEU,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,0,Check-Out,5,3,2016,Germany
Resort Hotel,0,8,2016,February,9,27,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,65,0,0,Check-Out,5,3,2016,Ireland
Resort Hotel,0,18,2016,February,9,27,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,57,0,1,Check-Out,5,3,2016,Portugal
Resort Hotel,0,5,2016,February,9,27,2,5,2,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,26.1,0,0,Check-Out,5,3,2016,UK
Resort Hotel,0,1,2016,March,10,4,0,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,5,3,2016,Portugal
Resort Hotel,0,29,2016,February,9,27,2,5,2,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,26.1,0,0,Check-Out,5,3,2016,UK
Resort Hotel,0,1,2016,March,10,4,0,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,5,3,2016,Portugal
Resort Hotel,0,29,2016,February,9,27,2,5,2,1,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,51.49,0,2,Check-Out,5,3,2016,Portugal
Resort Hotel,0,3,2016,February,9,23,2,9,2,0,0,HB,IRL,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,55,0,0,Check-Out,5,3,2016,Ireland
Resort Hotel,0,88,2016,March,10,4,0,1,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient,36,0,0,Check-Out,5,3,2016,Portugal
Resort Hotel,0,11,2016,February,8,20,4,10,1,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,23.93,0,0,Check-Out,5,3,2016,UK
Resort Hotel,0,8,2016,March,10,1,0,4,2,0,0,BB,NOR,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,0,Check-Out,5,3,2016,Norway
Resort Hotel,0,1,2016,March,10,1,0,4,2,0,0,BB,CN,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,44.66,0,1,Check-Out,5,3,2016,#N/A
Resort Hotel,0,24,2016,March,10,4,0,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,1,1,Check-Out,5,3,2016,Portugal
Resort Hotel,0,24,2016,March,10,4,0,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,5,3,2016,Portugal
Resort Hotel,0,18,2016,February,9,27,2,5,2,2,0,BB,SWE,Online TA,Travel Agents/Tour Operators,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,93,0,0,Check-Out,5,3,2016,Sweden
Resort Hotel,0,0,2016,March,10,4,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,75,0,0,Check-Out,5,3,2016,Portugal
Resort Hotel,0,13,2016,February,10,28,2,4,1,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,241,NULL,0,Transient,31.45,0,0,Check-Out,5,3,2016,Spain
Resort Hotel,0,3,2016,March,10,4,0,1,1,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,330,NULL,0,Transient-Party,40,0,0,Check-Out,5,3,2016,Portugal
Resort Hotel,0,3,2016,March,10,4,0,1,1,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,1,No Deposit,330,NULL,0,Transient-Party,40,0,0,Check-Out,5,3,2016,Portugal
Resort Hotel,0,3,2016,March,10,4,0,1,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,330,NULL,0,Transient-Party,45,0,0,Check-Out,5,3,2016,Portugal
Resort Hotel,0,32,2016,March,10,1,0,5,2,0,0,BB,AUT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,56,0,1,Check-Out,6,3,2016,Austria
Resort Hotel,0,45,2016,March,10,1,0,5,2,0,0,HB,DEU,Groups,Direct,0,0,0,E,G,1,No Deposit,NULL,NULL,0,Transient,106,0,1,Check-Out,6,3,2016,Germany
Resort Hotel,0,41,2016,March,10,1,0,5,1,0,0,HB,DEU,Groups,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient-Party,66,0,0,Check-Out,6,3,2016,Germany
Resort Hotel,0,34,2016,March,10,2,0,4,1,1,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,3,No Deposit,196,NULL,0,Transient,25,0,0,Check-Out,6,3,2016,UK
Resort Hotel,0,18,2016,March,10,4,0,2,2,0,0,BB,ESP,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,48,0,2,Check-Out,6,3,2016,Spain
Resort Hotel,0,26,2016,March,10,1,0,5,2,0,0,HB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,E,F,0,No Deposit,314,NULL,0,Transient,60.4,1,0,Check-Out,6,3,2016,UK
Resort Hotel,0,7,2016,March,10,3,0,3,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,6,NULL,0,Transient,45,1,1,Check-Out,6,3,2016,Portugal
Resort Hotel,0,60,2016,March,10,5,0,1,2,0,0,BB,CN,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient,37,0,0,Check-Out,6,3,2016,#N/A
Resort Hotel,0,1,2016,March,10,4,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,74,1,0,Check-Out,6,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,3,0,3,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,58,0,2,Check-Out,6,3,2016,Portugal
Resort Hotel,0,1,2016,March,10,4,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,40,0,0,Check-Out,6,3,2016,Portugal
Resort Hotel,0,3,2016,March,10,4,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,1,1,Check-Out,6,3,2016,Portugal
Resort Hotel,0,14,2016,March,10,5,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,75,0,2,Check-Out,6,3,2016,Portugal
Resort Hotel,0,61,2016,March,10,1,0,5,2,0,0,HB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,D,D,2,No Deposit,95,NULL,0,Transient,63,0,0,Check-Out,6,3,2016,UK
Resort Hotel,0,8,2016,March,10,3,0,3,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,1,Check-Out,6,3,2016,Portugal
Resort Hotel,0,3,2016,March,10,4,0,2,2,1,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,C,1,No Deposit,242,NULL,0,Transient,69,1,2,Check-Out,6,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,5,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient,75,0,0,Check-Out,6,3,2016,Portugal
Resort Hotel,0,1,2016,March,10,5,0,1,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,29,0,0,Check-Out,6,3,2016,Portugal
Resort Hotel,0,7,2016,March,10,4,0,2,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,35,1,0,Check-Out,6,3,2016,Portugal
Resort Hotel,0,1,2016,March,10,4,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,68,0,2,Check-Out,6,3,2016,Portugal
Resort Hotel,0,4,2016,March,10,5,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,G,0,No Deposit,NULL,NULL,0,Transient,81,1,1,Check-Out,6,3,2016,Portugal
Resort Hotel,0,1,2016,March,10,4,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,68,1,1,Check-Out,6,3,2016,Portugal
Resort Hotel,0,1,2016,March,10,4,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,74,1,1,Check-Out,6,3,2016,Portugal
Resort Hotel,0,3,2016,March,10,4,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,135,NULL,0,Transient,35,1,0,Check-Out,6,3,2016,Portugal
Resort Hotel,0,0,2016,March,10,5,0,1,2,0,0,BB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,29,0,0,Check-Out,6,3,2016,Portugal
Resort Hotel,0,10,2016,March,10,5,0,1,2,0,0,BB,ESP,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,29,0,0,Check-Out,6,3,2016,Spain
Resort Hotel,0,3,2016,March,10,4,0,2,2,0,0,HB,PRT,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,56,0,0,Check-Out,6,3,2016,Portugal
Resort Hotel,0,46,2016,March,10,4,0,2,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,48,0,2,Check-Out,6,3,2016,Portugal
Resort Hotel,0,53,2016,February,9,26,2,7,2,0,0,BB,GBR,Offline TA/TO,Travel Agents/Tour Operators,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,26.1,0,1,Check-Out,6,3,2016,UK
Resort Hotel,0,5,2016,March,10,5,0,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,68,0,3,Check-Out,6,3,2016,Portugal
Resort Hotel,0,5,2016,March,10,5,0,1,2,0,0,BB,PRT,Online TA,Travel Agents/Tour Operators,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,68,0,3,Check-Out,6,3,2016,Portugal
